	icao	latitude	longitude	pm10
514	ENTO	59.18666666666666	10.258611111111112	1.93
515	ENVA	63.4575	10.939722222222223	0.82
516	ENZV	58.876666666666665	5.637777777777777	0.72
517	EPGD	54.3775	18.46611111111111	0.65
518	EPKK	50.0775	19.784722222222225	8.71
519	EPKT	50.47416666666667	19.08	2.58
520	EPPO	52.42111111111111	16.82638888888889	0.63
521	EPRZ	50.11	22.01888888888889	5.25
522	EPSC	53.584722222222226	14.901944444444444	0.62
523	EPSK	54.47888888888889	17.1075	0.53
524	EPWA	52.16555555555556	20.966944444444444	1.66
525	EPWR	51.1025	16.885833333333334	0.8
526	EPZG	52.13861111111111	15.79861111111111	0.57
527	ESDB	56.295833333333334	12.846944444444444	0.86
528	ESDF	56.266666666666666	15.265	0.59
529	ESGG	57.66277777777778	12.279722222222222	1.28
530	ESGJ	57.7575	14.06861111111111	0.7
531	ESGL	58.46527777777778	13.174166666666666	0.78
532	ESGP	57.77472222222222	11.870277777777778	1.01
533	ESGR	58.45638888888889	13.9725	0.72
534	ESGT	58.31805555555556	12.345	0.78
535	ESKK	59.34583333333334	14.495833333333332	1.02
536	ESKM	60.95777777777778	14.511111111111111	0.56
537	ESKN	58.78861111111111	16.911944444444444	0.72
538	ESMK	55.92166666666667	14.085277777777778	0.58
539	ESML	55.94472222222222	12.860833333333334	0.79
540	ESMO	57.35027777777778	16.497777777777777	0.52
541	ESMQ	56.68527777777778	16.2875	0.52
542	ESMS	55.53	13.37138888888889	0.9
543	ESMT	56.691111111111105	12.82	0.85
544	ESMX	56.928888888888885	14.727777777777778	0.52
545	ESND	62.047777777777775	14.422777777777776	0.52
546	ESNG	67.13222222222221	20.814444444444444	0.65
547	ESNH	61.768055555555556	17.080555555555556	0.58
548	ESNK	63.04833333333333	17.76861111111111	0.54
549	ESNL	64.54805555555555	18.71611111111111	0.52
550	ESNN	62.528055555555554	17.44388888888889	0.56
551	ESNO	63.40833333333333	18.990000000000002	0.53
552	ESNQ	67.82194444444444	20.336666666666666	0.69
553	ESNS	64.62472222222222	21.076666666666668	0.57
554	ESNU	63.791666666666664	20.2825	0.61
555	ESNV	64.57888888888888	16.833333333333332	0.51
556	ESNX	65.58999999999999	19.281666666666666	0.54
557	ESOE	59.22361111111111	15.037777777777778	1.23
558	ESOW	59.589444444444446	16.63361111111111	3.15
559	ESPA	65.5436111111111	22.121944444444445	0.58
560	ESPC	63.193888888888885	14.501944444444444	0.52
561	ESSA	59.651944444444446	17.91861111111111	3.12
562	ESSB	59.35416666666667	17.941388888888888	7.42
563	ESSD	60.42194444444444	15.515	0.82
564	ESSF	57.525555555555556	15.823888888888888	0.52
565	ESSK	60.593333333333334	16.95138888888889	0.69
566	ESSL	58.40611111111111	15.680277777777777	0.7
567	ESSP	58.586111111111116	16.250555555555554	0.72
568	ESSV	57.66277777777778	18.34611111111111	0.54
569	ETAD	49.972500000000004	6.6925	1.46
570	ETAR	49.4375	7.601388888888889	1.71
571	ETEU	49.64805555555556	9.966388888888888	1.91
572	ETHC	52.59111111111111	10.021944444444445	0.76
573	ETID	50.16916666666666	8.961388888888887	2.01
574	ETIE	49.39333333333333	8.651944444444444	2.11
575	ETNG	50.96083333333333	6.0424999999999995	1.72
576	ETNL	53.918055555555554	12.279166666666667	1.09
577	ETSF	48.205555555555556	11.266944444444444	1.27
578	ETUL	51.60166666666667	6.1425	0.97
579	ETUO	51.922777777777775	8.306111111111111	0.98
580	ETUR	51.19972222222222	6.131944444444444	1.14
581	FAAB	-28.575	16.533333333333335	56.56
582	FAAG	-29.281666666666666	18.81361111111111	11.56
583	FABE	-32.89694444444444	27.278888888888886	7.9
584	FABL	-29.092499999999998	26.302222222222223	12.01
585	FACT	-33.96472222222223	18.601666666666667	7.4
586	FADN	-29.97	30.950277777777778	15.98
587	FAEL	-33.035555555555554	27.825833333333332	14.58
588	FAER	-23.72611111111111	27.6875	1.0
589	FAGC	-25.98611111111111	28.14	10.16
590	FAGG	-34.00527777777778	22.378888888888888	4.14
591	FAGM	-26.2425	28.15111111111111	21.52
592	FAHG	-26.50611111111111	28.39388888888889	24.04
593	FAHS	-24.36861111111111	31.048611111111114	1.1
594	FAJS	-26.139166666666664	28.245833333333334	23.74
595	FAKM	-28.802777777777777	24.765	16.23
596	FAKZ	-29.688333333333333	17.093888888888888	12.08
597	FALA	-25.938333333333333	27.926111111111112	7.99
598	FALT	-23.15972222222222	29.69638888888889	0.91
599	FALY	-28.581666666666667	29.749722222222225	9.41
600	FAMG	-30.857222222222223	30.342777777777776	8.84
601	FAMK	-25.752777777777776	25.611944444444447	8.55
602	FAMM	-25.798333333333336	25.547777777777778	7.53
603	FAMS	-22.355833333333333	29.98638888888889	0.73
604	FANC	-27.770555555555553	29.976666666666667	8.8
605	FANS	-25.500555555555554	30.91333333333333	3.12
606	FAOH	-33.606944444444444	22.18888888888889	3.57
607	FAPE	-33.984722222222224	25.61722222222222	7.43
608	FAPH	-23.936944444444446	31.155277777777776	0.98
609	FAPI	-23.925833333333333	29.484166666666667	1.42
610	FAPM	-29.648888888888887	30.398611111111112	30.77
611	FAPN	-25.33361111111111	27.173333333333336	4.35
612	FAQT	-31.92	26.881944444444446	7.36
613	FARB	-28.740833333333335	32.091944444444444	3.19
614	FASB	-29.689166666666665	17.939444444444444	6.38
615	FASS	-27.648333333333333	22.999166666666667	31.49
616	FASZ	-24.960833333333333	31.58861111111111	1.72
617	FATH	-23.078611111111112	30.383333333333333	1.16
618	FATN	-29.319166666666668	26.823333333333334	13.09
619	FATZ	-23.824166666666667	30.329166666666666	1.34
620	FAUL	-28.320555555555554	31.41638888888889	2.83
621	FAUP	-28.40083333333333	21.260555555555555	23.37
622	FAUT	-31.547777777777778	28.674166666666668	12.16
623	FAVB	-26.98222222222222	24.72861111111111	8.13
624	FAVG	-29.770555555555553	31.058333333333334	10.34
625	FAVY	-27.78666666666667	30.79527777777778	18.81
626	FAWB	-25.65361111111111	28.224166666666665	16.1
627	FAWM	-27.997777777777777	26.669444444444444	9.39
628	FBFT	-21.159444444444443	27.474444444444444	0.67
629	FBJW	-24.602222222222224	24.690833333333334	4.8
630	FBKE	-17.83277777777778	25.16222222222222	0.57
631	FBMN	-19.972499999999997	23.430833333333336	0.83
632	FBOR	-21.26638888888889	25.32027777777778	1.01
633	FBSK	-24.555	25.918055555555558	6.46
634	FBSP	-22.058333333333334	27.828611111111112	0.65
635	FCBB	-4.251666666666667	15.252777777777778	45.85
636	FCOI	1.5894444444444447	18.046944444444446	7.81
637	FCOM	-0.021388888888888888	15.575277777777778	1.82
638	FCOO	-0.5311111111111112	15.95	1.64
639	FCOU	1.6158333333333335	16.03777777777778	8.31
640	FCPA	-3.4833333333333334	12.616666666666667	0.62
641	FCPD	-4.207777777777778	12.660833333333334	2.15
642	FCPP	-4.8133333333333335	11.885833333333332	6.3
643	FDMS	-26.528888888888886	31.3075	3.27
644	FEFF	4.398333333333333	18.51861111111111	49.88
645	FEFG	4.7844444444444445	22.781388888888888	38.33
646	FEFI	10.23611111111111	22.71722222222222	70.83
647	FEFM	5.8469444444444445	20.649444444444445	51.54
648	FEFN	8.426666666666666	20.634999999999998	60.16
649	FEFO	5.958055555555556	15.6375	38.63
650	FEFR	6.5280555555555555	21.98888888888889	51.0
651	FEFT	4.221388888888889	15.786111111111111	41.49
652	FEFY	45.15416666666667	-89.11083333333333	4.2
653	FGBT	1.9052777777777776	9.805555555555557	0.68
654	FGSL	3.7552777777777777	8.70861111111111	5.71
655	FIMP	-20.43	57.68333333333333	5.75
656	FIMR	-19.75777777777778	63.36194444444445	3.25
657	FKKC	4.089166666666666	9.360277777777778	19.77
658	FKKD	4.005833333333333	9.719444444444445	16.96
659	FKKI	4.473055555555556	14.36361111111111	25.9
660	FKKL	10.451388888888888	14.257222222222222	95.02
661	FKKM	5.636666666666666	10.750555555555556	57.56
662	FKKN	7.356944444444444	13.559166666666668	74.3
663	FKKR	9.335833333333333	13.370000000000001	78.42
664	FKKU	5.536944444444444	10.354166666666666	57.27
665	FKKV	6.039166666666667	10.1225	112.32
666	FKKY	3.835277777777778	11.523611111111112	5.98
667	FLLI	-17.821666666666665	25.822499999999998	0.7
668	FLLS	-15.330555555555556	28.4525	3.36
669	FLMF	-13.258611111111112	31.93638888888889	0.61
670	FLND	-12.998055555555554	28.66472222222222	1.8
671	FLSO	-12.900277777777777	28.149722222222223	3.77
672	FMCH	-11.53361111111111	43.27166666666667	1.82
673	FMCI	-12.298055555555555	43.76638888888889	0.82
674	FMCN	-11.710555555555555	43.243611111111115	1.23
675	FMCV	-12.131666666666668	44.430277777777775	0.81
676	FMCZ	-12.804722222222223	45.28111111111111	1.38
677	FMEE	-20.886944444444445	55.51027777777778	1.66
678	FMEP	-21.320833333333333	55.42472222222222	22.47
679	FMMI	-18.796666666666667	47.478611111111114	4.39
680	FMMN	-19.56277777777778	45.450833333333335	0.52
681	FMMS	-17.093888888888888	49.81583333333333	5.16
682	FMMT	-18.109444444444446	49.3925	5.21
683	FMMV	-20.284722222222225	44.3175	13.53
684	FMNA	-12.349166666666667	49.291666666666664	1.23
685	FMNC	-16.163888888888888	49.77361111111111	1.23
686	FMND	-14.651666666666667	49.620555555555555	1.16
687	FMNE	-13.188333333333334	48.98777777777778	0.84
688	FMNH	-14.999166666666666	50.32	1.51
689	FMNL	-14.629444444444445	47.76361111111111	0.9
690	FMNM	-15.667222222222222	46.35166666666667	1.07
691	FMNN	-13.312222222222223	48.31388888888888	0.86
692	FMNQ	-16.741944444444446	44.481388888888894	0.98
693	FMNR	-15.436666666666667	49.68833333333333	1.16
694	FMNS	-14.278611111111111	50.17472222222222	1.72
695	FMNV	-13.375833333333334	50.00277777777778	1.63
696	FMNW	-14.89861111111111	47.99388888888889	0.73
697	FMSD	-25.03805555555556	46.95611111111111	7.09
698	FMSF	-21.441388888888888	47.111666666666665	2.01
699	FMSG	-22.80527777777778	47.82055555555556	5.84
700	FMSK	-22.119722222222222	48.02166666666667	7.5
701	FMSM	-21.201666666666664	48.35805555555556	4.5
702	FMSR	-21.753611111111113	43.375277777777775	4.17
703	FMST	-23.383333333333333	43.72833333333333	5.76
704	FNBC	-6.269722222222222	14.246944444444443	0.83
705	FNBG	-12.608888888888888	13.403611111111111	21.2
706	FNCA	-5.5969444444444445	12.188333333333334	4.8
707	FNCH	-7.3575	20.803611111111113	0.55
708	FNCZ	-11.893611111111111	22.91611111111111	0.51
709	FNGI	-17.044722222222223	15.686944444444444	4.96
710	FNHU	-12.808611111111112	15.760277777777778	4.9
711	FNKU	-12.404444444444445	16.947222222222223	1.39
712	FNLU	-8.858333333333333	13.231111111111112	35.81
713	FNMA	-9.525	16.31222222222222	0.63
714	FNME	-14.6575	17.71972222222222	0.51
715	FNNG	-7.754444444444444	15.2875	2.2
716	FNPA	-10.721944444444444	13.765277777777778	3.56
717	FNSA	-9.68888888888889	20.43166666666667	0.74
718	FNSO	-6.140833333333334	12.371666666666668	3.15
719	FNUE	-11.768055555555556	19.8975	0.52
720	FNUG	-7.603055555555555	15.027777777777779	2.09
721	FNXA	-16.755277777777778	14.965277777777777	2.68
722	FOGO	1.541111111111111	11.580833333333333	6.94
723	FOGQ	-0.6652777777777777	13.673055555555555	0.73
724	FOGR	-0.7041666666666666	10.245555555555555	0.59
725	FOOB	2.075555555555556	11.493055555555555	3.74
726	FOOD	-1.5374999999999999	13.269166666666667	1.18
727	FOOG	-0.7116666666666667	8.754166666666666	1.35
728	FOOH	-1.5747222222222221	9.262777777777778	1.1
729	FOOK	0.5791666666666666	12.890833333333333	1.53
730	FOOL	0.45833333333333337	9.412222222222223	0.89
731	FOOM	0.7755555555555556	11.5525	0.6
732	FOON	-1.656111111111111	13.437777777777779	3.71
733	FOOR	-0.8263888888888888	12.746666666666666	0.88
734	FOOT	-2.888888888888889	10.919444444444444	0.69
735	FPPR	1.6627777777777777	7.411666666666667	1.15
736	FPST	0.37805555555555553	6.711944444444445	0.97
737	FQBR	-19.79638888888889	34.9075	16.19
738	FQCB	-14.82	36.53194444444444	0.72
739	FQIN	-23.87638888888889	35.40833333333333	4.14
740	FQLC	-13.273888888888889	35.26611111111111	0.78
741	FQMA	-25.920833333333334	32.572500000000005	17.85
742	FQMP	-11.361666666666666	40.35472222222222	0.96
743	FQNC	-14.488055555555555	40.71222222222222	2.16
744	FQNP	-15.105555555555556	39.281666666666666	2.06
745	FQPB	-12.986666666666666	40.52222222222222	2.03
746	FQQL	-17.855555555555558	36.869166666666665	20.49
747	FQTT	-16.104722222222225	33.64	0.84
748	FQVL	-22.01833333333333	35.31305555555555	6.52
749	FSDR	-5.695833333333334	53.654444444444444	2.01
750	FSIA	-4.674166666666667	55.52166666666667	2.16
751	FSPP	-4.319166666666667	55.69138888888889	1.46
752	FTTA	9.151111111111112	18.379444444444445	54.15
753	FTTC	13.846944444444444	20.844166666666666	58.22
754	FTTD	8.620277777777778	16.06833333333333	107.78
755	FTTJ	12.13361111111111	15.033888888888889	92.37
756	FTTP	9.379166666666666	14.925833333333333	99.28
757	FTTY	17.916944444444447	19.110833333333336	133.87
758	FVBU	-20.01722222222222	28.61777777777778	4.58
759	FVCZ	-21.008055555555554	31.578333333333333	1.43
760	FVFA	-18.09611111111111	25.839166666666664	0.62
761	FVGR	-18.9775	32.45055555555556	1.91
762	FVHA	-17.93166666666667	31.092777777777776	42.65
763	FVKB	-16.51972222222222	28.884722222222223	0.59
764	FVMV	-20.05527777777778	30.85888888888889	1.17
765	FVTL	-19.436666666666667	29.861666666666668	0.76
766	FVWN	-18.629722222222224	27.020833333333332	0.57
767	FWCL	-15.678888888888888	34.973888888888894	1.77
768	FWKA	-9.953333333333333	33.89277777777778	1.12
769	FWUU	-11.444722222222222	34.01166666666666	0.77
770	FXMM	-29.46222222222222	27.552500000000002	11.4
771	FZAA	-4.385555555555556	15.444444444444445	75.27
772	FZAB	-4.324722222222222	15.328333333333333	45.85
773	FZAG	-5.930833333333334	12.351666666666667	4.6
774	FZAM	-5.799444444444444	13.440833333333334	2.56
775	FZBO	-3.311111111111111	17.381666666666668	4.87
776	FZCA	-5.035555555555556	18.785555555555558	1.95
777	FZEA	0.0225	18.288611111111113	11.33
778	FZFD	4.253055555555555	20.975277777777777	39.17
779	FZFK	3.2352777777777777	19.77111111111111	33.51
780	FZGA	2.1705555555555556	21.496666666666666	13.99
781	FZIA	0.5175000000000001	25.154999999999998	4.51
782	FZJH	2.8274999999999997	27.588055555555556	23.05
783	FZKA	1.5655555555555556	30.22083333333333	28.27
784	FZMA	-2.3088888888888888	28.808611111111112	2.3
785	FZNA	-1.6705555555555553	29.238333333333333	25.22
786	FZOA	-2.9191666666666665	25.915277777777778	0.8
787	FZQA	-11.591111111111111	27.530833333333334	0.55
788	FZQM	-10.765833333333333	25.505555555555556	0.54
789	FZRF	-5.875555555555556	29.25	0.66
790	FZSA	-8.641944444444444	25.252777777777776	0.67
791	FZUA	-5.9	22.469166666666666	2.88
792	FZWA	-6.1211111111111105	23.56888888888889	1.9
793	GABS	12.533333333333333	-7.949722222222222	495.66
794	GAGO	16.248333333333335	-0.005277777777777778	101.31
795	GAKY	14.431111111111111	-11.439444444444444	675.22
796	GAMB	14.512777777777778	-4.079444444444444	145.75
797	GANR	15.23861111111111	-9.57638888888889	339.78
798	GATB	16.730277777777776	-3.0075	220.56
799	GBYD	13.337777777777779	-16.651944444444442	588.15
800	GCFV	28.4525	-13.86361111111111	12.4
801	GCHI	27.814722222222223	-17.886944444444445	17.28
802	GCLA	28.62638888888889	-17.755555555555556	14.27
803	GCLP	27.93166666666667	-15.386388888888888	11.79
804	GCRR	28.94527777777778	-13.605	15.06
805	GCTS	28.044444444444448	-16.572222222222223	9.67
806	GCXO	28.482499999999998	-16.341388888888886	14.5
807	GEML	35.27972222222222	-2.9561111111111114	16.58
808	GFHA	8.394444444444444	-13.128333333333334	291.73
809	GFLL	8.616388888888888	-13.195277777777777	447.74
810	GGOV	11.89472222222222	-15.653611111111111	559.1
811	GLMR	6.288888888888889	-10.758611111111112	177.8
812	GLRB	6.233611111111111	-10.362222222222222	161.51
813	GMAA	30.38111111111111	-9.546111111111111	26.7
814	GMAT	28.448055555555555	-11.161111111111111	16.27
815	GMFF	33.92722222222222	-4.977777777777778	4.63
816	GMFK	31.948888888888888	-4.400555555555556	14.83
817	GMFM	33.87888888888889	-5.515	5.61
818	GMFO	34.786944444444444	-1.9238888888888888	8.16
819	GMMC	33.55333333333333	-7.661388888888889	11.3
820	GMME	34.05138888888889	-6.751388888888889	14.02
821	GMMF	29.36888888888889	-10.18	17.16
822	GMMN	33.367777777777775	-7.587777777777777	11.77
823	GMMX	31.60666666666667	-8.036111111111111	16.27
824	GMMY	34.29888888888889	-6.595833333333333	13.5
825	GMMZ	30.93888888888889	-6.909166666666667	29.02
826	GMTA	35.176944444444445	-3.8394444444444447	7.51
827	GMTN	35.594166666666666	-5.319999999999999	6.17
828	GMTT	35.72666666666667	-5.916666666666667	6.06
829	GOGG	12.555555555555557	-16.281666666666666	569.1
830	GOGK	12.88	-14.955277777777777	583.35
831	GOGS	12.41	-16.746111111111112	526.15
832	GOOK	14.146666666666667	-16.051111111111112	691.29
833	GOOY	14.739444444444443	-17.490000000000002	929.69
834	GOSS	16.049722222222226	-16.461111111111112	715.93
835	GOTB	14.847222222222223	-12.468055555555555	739.1
836	GOTK	12.572222222222223	-12.220277777777778	381.61
837	GOTT	13.736666666666666	-13.653055555555556	722.45
838	GQNA	16.711111111111112	-9.637777777777778	639.29
839	GQND	18.57027777777778	-11.423055555555555	1269.46
840	GQNF	16.58972222222222	-11.40611111111111	547.76
841	GQNI	16.621944444444445	-7.314444444444444	489.33
842	GQNK	16.159444444444443	-13.5075	666.93
843	GQNN	18.097777777777775	-15.947777777777778	1424.98
844	GQNS	15.179444444444444	-12.20722222222222	561.71
845	GQPA	20.506666666666668	-13.043055555555556	603.05
846	GQPP	20.928333333333335	-17.03111111111111	600.75
847	GUFA	10.350555555555555	-13.569166666666666	331.61
848	GUFH	10.035555555555556	-10.769722222222223	340.0
849	GULB	11.32611111111111	-12.286944444444444	432.36
850	GUMA	8.481111111111112	-9.525833333333335	173.68
851	GUNZ	7.805833333333333	-8.701666666666666	223.41
852	GVAC	16.74138888888889	-22.949444444444445	626.55
853	GVBA	16.136666666666667	-22.88888888888889	633.52
854	GVFM	14.924444444444443	-23.493333333333336	782.77
855	GVMA	15.155833333333334	-23.21361111111111	763.74
856	GVSN	16.58833333333333	-24.284444444444446	549.95
857	GVSV	16.833888888888886	-25.05666666666667	536.5
858	HAAB	8.976944444444445	38.8	97.98
859	HABD	11.608055555555556	37.32138888888889	58.71
860	HADR	9.625	41.85416666666667	36.47
861	HAGM	8.128333333333334	34.56333333333333	45.91
862	HAGN	12.518333333333334	37.43222222222222	56.27
863	HAJM	7.6658333333333335	36.81638888888889	63.29
864	HALL	11.974722222222223	38.97972222222222	40.77
865	HAMK	13.467222222222222	39.53333333333333	48.16
866	HBBA	-3.3238888888888884	29.31833333333333	18.81
867	HCMH	9.518055555555556	44.08861111111111	13.71
868	HCMI	10.389166666666666	44.94083333333333	32.32
869	HCMK	-0.3772222222222222	42.45916666666667	13.37
870	HCMM	2.013611111111111	45.30472222222222	10.11
871	HEAX	31.183888888888887	29.948888888888888	11.53
872	HEBL	22.375833333333333	31.611666666666668	73.28
873	HECA	30.121944444444445	31.405555555555555	85.88
874	HEGN	27.183888888888887	33.79833333333333	69.86
875	HELX	25.670833333333334	32.70638888888889	78.71
876	HEMM	31.325277777777778	27.221666666666664	30.95
877	HEPS	31.279444444444444	32.24	106.71
878	HESC	28.685277777777777	34.0625	74.6
879	HESN	23.964166666666667	32.819722222222225	91.51
880	HETR	28.20888888888889	33.64527777777778	77.75
881	HKEL	0.4041666666666667	35.238055555555555	17.78
882	HKGA	-0.4633333333333333	39.64805555555556	9.84
883	HKKI	-0.08611111111111111	34.72888888888889	29.21
884	HKKT	0.9719444444444445	34.958333333333336	20.76
885	HKLO	3.1219444444444444	35.60861111111111	42.07
886	HKLU	-2.252222222222222	40.91305555555555	8.41
887	HKLY	2.7630555555555554	36.718333333333334	32.1
888	HKMA	3.9336111111111114	41.844166666666666	31.93
889	HKMB	2.345	37.99916666666667	42.7
890	HKML	-3.229166666666667	40.10166666666667	13.19
891	HKMO	-4.034722222222222	39.594166666666666	9.04
892	HKMY	3.4697222222222224	39.10138888888889	22.28
893	HKNI	-0.3688888888888889	36.980000000000004	19.11
894	HKNW	-1.3216666666666665	36.81472222222222	34.79
895	HKNY	-0.060833333333333336	37.03861111111111	21.8
896	HKWJ	1.7330555555555556	40.09138888888889	13.32
897	HLGT	25.145555555555553	10.1425	23.25
898	HLKF	24.178611111111113	23.31388888888889	270.37
899	HLLB	32.09666666666667	20.269444444444442	94.04
900	HLLS	26.986944444444447	14.4725	421.25
901	HLLT	32.663333333333334	13.158888888888889	5.37
902	HLTD	30.151666666666664	9.715277777777777	61.84
903	HRYG	-1.6769444444444443	29.25861111111111	25.22
904	HRYR	-1.9686111111111113	30.139444444444443	3.56
905	HRZA	-2.4622222222222225	28.907777777777778	2.68
906	HSDN	19.15361111111111	30.43	93.76
907	HSFS	13.615	25.32472222222222	102.14
908	HSKA	15.385833333333332	36.32805555555556	65.56
909	HSNL	12.053611111111111	24.955277777777777	88.76
910	HSOB	13.153055555555556	30.232499999999998	122.72
911	HSSJ	4.871944444444445	31.601111111111113	52.02
912	HSSM	9.558611111111112	31.6525	83.59
913	HSSP	19.57638888888889	37.215833333333336	86.0
914	HSSS	15.589444444444444	32.55305555555555	144.5
915	HSWW	7.725555555555555	27.979444444444443	59.46
916	HTAR	-3.367777777777778	36.63333333333333	11.21
917	HTDA	-6.878055555555556	39.2025	39.39
918	HTDO	-6.170277777777778	35.7525	1.13
919	HTIR	-7.668611111111112	35.75194444444445	1.34
920	HTKJ	-3.4291666666666667	37.074444444444445	9.25
921	HTMS	-3.362777777777778	37.32333333333334	6.15
922	HTMT	-10.33888888888889	40.181666666666665	7.75
923	HTMW	-2.4444444444444446	32.9325	2.88
924	HTPE	-5.2572222222222225	39.811388888888885	12.42
925	HTTG	-5.0922222222222215	39.071111111111115	14.27
926	HTZA	-6.2219444444444445	39.224722222222226	19.83
927	HUEN	0.042222222222222223	32.44333333333333	16.85
928	HUSO	1.7275	33.62277777777778	35.51
929	KABI	32.41111111111111	-99.68166666666667	11.14
930	KACK	41.25277777777778	-70.06	0.82
931	KACT	31.611111111111114	-97.23027777777779	10.6
932	KACY	39.4575	-74.57694444444444	6.67
933	KADM	34.30305555555555	-97.01944444444445	14.07
934	KADW	38.81055555555555	-76.86694444444444	16.27
935	KAEX	31.327222222222222	-92.54833333333333	8.16
936	KAGS	33.36972222222222	-81.96444444444445	11.29
937	KAKR	41.0375	-81.46666666666667	11.15
938	KALB	42.74805555555556	-73.80277777777778	7.09
939	KALI	27.740833333333335	-98.02694444444444	9.78
940	KAMA	35.219166666666666	-101.70583333333333	23.31
941	KANB	33.588055555555556	-85.85805555555555	13.73
942	KAND	34.495	-82.70916666666668	10.6
943	KAOO	40.296388888888885	-78.32	5.07
944	KAPG	39.46611111111111	-76.16944444444445	6.72
945	KARA	30.0375	-91.88388888888889	10.12
946	KART	43.99166666666667	-76.02166666666666	6.63
947	KATL	33.640277777777776	-84.42694444444444	36.77
948	KAUG	44.32055555555556	-69.79722222222222	3.59
949	KAUS	30.194444444444446	-97.66972222222223	11.33
950	KBAB	39.13583333333333	-121.4363888888889	0.64
951	KBAD	32.501666666666665	-93.66250000000001	9.85
952	KBCT	26.378333333333334	-80.10749999999999	11.51
953	KBDE	48.72833333333333	-94.61222222222221	0.58
954	KBDL	41.93888888888888	-72.68305555555555	1.32
955	KBDR	41.163333333333334	-73.1261111111111	4.42
956	KBED	42.469722222222224	-71.28888888888889	1.72
957	KBFI	47.52972222222222	-122.30194444444444	19.95
958	KBFL	35.43333333333333	-119.05666666666666	1.99
959	KBFM	30.62638888888889	-88.06777777777778	4.39
960	KBGR	44.80722222222222	-68.82805555555555	0.61
961	KBHM	33.562777777777775	-86.75333333333333	14.39
962	KBIF	31.849444444444444	-106.38	47.06
963	KBIX	30.410833333333333	-88.92361111111111	3.64
964	KBKF	39.70166666666667	-104.75138888888888	19.06
965	KBLI	48.7925	-122.5375	2.92
966	KBLV	38.544999999999995	-89.835	8.13
967	KBNA	36.12444444444444	-86.67805555555556	14.61
968	KBOI	43.564166666666665	-116.22277777777778	18.87
969	KBOS	42.36416666666667	-71.005	4.33
970	KBPT	29.950833333333332	-94.02055555555556	6.21
971	KBRO	25.906666666666666	-97.42583333333334	10.74
972	KBTR	30.533055555555556	-91.14944444444446	6.62
973	KBTV	44.47166666666667	-73.15305555555557	1.31
974	KBUF	42.94027777777777	-78.73194444444445	7.43
975	KBUR	34.20055555555556	-118.3586111111111	8.63
976	KBWI	39.17527777777777	-76.66833333333334	14.89
977	KBYH	35.96416666666667	-89.94333333333334	4.36
978	KBYS	35.280277777777776	-116.63	19.14
979	KCAE	33.93861111111111	-81.11944444444444	13.51
980	KCAR	46.87138888888889	-68.01777777777778	0.77
981	KCBM	33.64388888888889	-88.44361111111111	7.94
982	KCDC	37.700833333333335	-113.09861111111111	5.54
983	KCDS	34.433611111111105	-100.28805555555556	17.0
984	KCEF	42.198055555555555	-72.53416666666666	6.4
985	KCEW	30.77861111111111	-86.52194444444444	2.3
986	KCFD	30.715555555555554	-96.33111111111111	7.69
987	KCHA	35.03527777777778	-85.20361111111112	10.91
988	KCHS	32.89861111111111	-80.04027777777777	5.04
989	KCIC	39.79527777777778	-121.85833333333333	0.58
990	KCLE	41.41166666666666	-81.84972222222221	9.74
991	KCLL	30.58833333333333	-96.36361111111111	8.3
992	KCLT	35.21388888888889	-80.94305555555556	12.69
993	KCMH	39.99777777777778	-82.89166666666668	12.94
994	KCNM	32.33722222222222	-104.26305555555555	19.26
995	KCNW	31.637777777777778	-97.07388888888889	8.54
996	KCOF	28.234722222222224	-80.61	6.69
997	KCOS	38.80555555555555	-104.7	6.05
998	KCOT	28.458055555555553	-99.22	10.09
999	KCOU	38.81805555555556	-92.21944444444445	3.91
1000	KCPR	42.907777777777774	-106.46416666666667	20.93
1001	KCRP	27.77027777777778	-97.50111111111111	13.52
1002	KCTB	48.608333333333334	-112.3761111111111	0.73
1003	KCVG	39.04611111111111	-84.66194444444444	7.92
1004	KCVS	34.3825	-103.32194444444444	22.25
1005	KCXL	32.669444444444444	-115.51305555555555	8.74
1006	KCXO	30.351666666666667	-95.41444444444446	7.95
1007	KCYS	41.15555555555555	-104.81166666666667	1.91
1008	KDAL	32.846944444444446	-96.85166666666666	12.12
1009	KDAY	39.90222222222222	-84.21916666666667	7.65
1010	KDCA	38.85194444444445	-77.0375	10.64
1011	KDEN	39.858333333333334	-104.66694444444445	15.45
1012	KDET	42.409166666666664	-83.00972222222222	13.98
1013	KDFW	32.896388888888886	-97.0375	13.78
1014	KDHN	31.32111111111111	-85.44944444444445	2.39
1015	KDHT	36.0225	-102.54722222222222	7.09
1016	KDLF	29.359444444444446	-100.77777777777777	8.87
1017	KDLH	46.841944444444444	-92.19361111111111	2.54
1018	KDMA	32.16638888888889	-110.88305555555554	12.57
1019	KDOV	39.13	-75.46638888888889	5.15
1020	KDPA	41.907777777777774	-88.24861111111112	9.53
1021	KDRI	30.831666666666667	-93.33972222222222	7.09
1022	KDRO	37.15138888888889	-107.75361111111111	5.81
1023	KDRT	29.372777777777777	-100.92583333333334	9.57
1024	KDSM	41.53388888888889	-93.66250000000001	9.41
1025	KDTW	42.21222222222222	-83.35333333333332	10.42
1026	KDUG	31.468888888888888	-109.6036111111111	8.81
1027	KDYS	32.42055555555555	-99.85444444444444	11.23
