	icao	latitude	longitude	pm10
1524	LGSY	38.9675	24.487222222222222	6.46
1525	LGTS	40.51972222222222	22.97083333333333	22.68
1526	LGZA	37.75	20.881944444444446	1.99
1527	LHBP	47.43666666666666	19.255555555555556	8.12
1528	LHDC	47.48888888888889	21.61527777777778	54.48
1529	LIBC	38.99722222222222	17.08	10.63
1530	LIBD	41.138333333333335	16.760555555555555	10.31
1531	LIBF	41.43277777777777	15.535	27.93
1532	LIBG	40.51611111111111	17.40222222222222	17.13
1533	LIBN	40.23861111111111	18.133055555555558	19.79
1534	LIBP	42.43138888888889	14.180833333333332	14.51
1535	LIBR	40.6575	17.946944444444444	15.7
1536	LICA	38.906388888888884	16.242222222222225	6.5
1537	LICC	37.46666666666667	15.066111111111113	53.65
1538	LICD	35.49777777777778	12.618055555555555	8.13
1539	LICG	36.81638888888889	11.96861111111111	9.15
1540	LICJ	38.17583333333333	13.090833333333334	4.11
1541	LICP	38.11083333333333	13.313333333333334	4.63
1542	LICR	38.071111111111115	15.651388888888889	26.36
1543	LICT	37.9125	12.488055555555555	5.01
1544	LICZ	37.40138888888889	14.922222222222222	35.79
1545	LIEA	40.63194444444444	8.290555555555555	16.75
1546	LIED	39.35416666666667	8.972222222222223	7.6
1547	LIEE	39.25138888888889	9.054166666666667	7.43
1548	LIEO	40.89861111111111	9.5175	8.64
1549	LIET	39.91861111111111	9.682777777777778	6.67
1550	LIMC	45.63138888888889	8.727777777777778	4.3
1551	LIME	45.67388888888889	9.704166666666666	31.74
1552	LIMF	45.20055555555556	7.649444444444444	1.92
1553	LIMG	44.050555555555555	8.127222222222223	14.88
1554	LIMJ	44.411944444444444	8.841666666666667	13.2
1555	LIML	45.445277777777775	9.276944444444446	113.33
1556	LIMP	44.824444444444445	10.296111111111111	92.66
1557	LIMS	44.91305555555555	9.723333333333333	45.22
1558	LIMZ	44.546388888888885	7.622222222222223	24.21
1559	LIPA	46.031666666666666	12.596388888888889	4.74
1560	LIPB	46.46055555555556	11.32611111111111	2.92
1561	LIPE	44.534166666666664	11.290277777777778	40.82
1562	LIPH	45.64861111111111	12.195277777777777	23.84
1563	LIPK	44.19472222222222	12.07	34.01
1564	LIPO	45.428888888888885	10.330555555555556	74.17
1565	LIPQ	45.82777777777778	13.466388888888888	25.61
1566	LIPR	44.02027777777778	12.611944444444443	61.06
1567	LIPT	45.57416666666667	11.530555555555557	69.96
1568	LIPU	45.39555555555555	11.847777777777779	58.35
1569	LIPX	45.39555555555555	10.888333333333334	98.68
1570	LIPZ	45.505	12.351666666666667	44.16
1571	LIQS	43.257222222222225	11.254166666666666	46.09
1572	LIRA	41.799166666666665	12.594722222222222	60.54
1573	LIRF	41.812777777777775	12.253055555555555	45.86
1574	LIRJ	42.76027777777778	10.239444444444443	9.27
1575	LIRL	41.54222222222222	12.908888888888889	22.56
1576	LIRN	40.88583333333333	14.290555555555555	108.27
1577	LIRP	43.68388888888889	10.3925	39.0
1578	LIRQ	43.80972222222222	11.205	25.1
1579	LIRS	42.76083333333333	11.072222222222223	17.28
1580	LIRZ	43.09583333333334	12.513055555555555	48.93
1581	LJLJ	46.22361111111111	14.4575	22.8
1582	LJMB	46.47972222222222	15.686111111111112	42.66
1583	LJPZ	45.473333333333336	13.614722222222222	18.12
1584	LKKV	50.20277777777778	12.914722222222222	0.87
1585	LKMT	49.69638888888888	18.111111111111114	1.94
1586	LKPD	50.013333333333335	15.73861111111111	1.43
1587	LKPO	49.42583333333333	17.404722222222222	3.15
1588	LKPR	50.100833333333334	14.26	1.39
1589	LKTB	49.151111111111106	16.694166666666668	1.94
1590	LLBG	32.00944444444445	34.876666666666665	93.94
1591	LLBS	31.286944444444448	34.72277777777778	80.15
1592	LLET	29.561111111111114	34.96	179.85
1593	LLHA	32.81111111111111	35.04388888888889	66.42
1594	LLIB	32.98083333333334	35.57166666666667	53.93
1595	LLJR	31.866666666666667	35.21666666666667	141.08
1596	LLMZ	31.328055555555554	35.388333333333335	117.0
1597	LLOV	29.94	34.93583333333333	126.93
1598	LLSD	32.114444444444445	34.78194444444444	84.61
1599	LMML	35.85722222222223	14.477500000000001	14.5
1600	LOWG	47.0	15.433333333333334	29.07
1601	LOWI	47.26	11.34388888888889	1.17
1602	LOWK	46.65	14.333333333333334	3.93
1603	LOWL	48.233333333333334	14.183333333333334	1.63
1604	LOWS	47.793055555555554	13.004166666666666	1.18
1605	LOWW	48.11027777777778	16.56972222222222	2.18
1606	LPAZ	36.97138888888889	-25.170555555555556	9.69
1607	LPBG	41.86833333333333	-6.711944444444445	1.91
1608	LPFL	39.455000000000005	-31.13111111111111	28.74
1609	LPFR	37.01416666666667	-7.965833333333333	2.75
1610	LPGR	39.091944444444444	-28.029722222222222	17.72
1611	LPHR	38.51972222222222	-28.715833333333332	8.96
1612	LPLA	38.76416666666667	-27.093333333333334	13.71
1613	LPPD	37.74111111111111	-25.697777777777777	7.59
1614	LPPI	38.55444444444444	-28.439722222222223	9.7
1615	LPPR	41.24805555555556	-8.681388888888888	2.15
1616	LPPS	33.07333333333334	-16.349722222222223	8.67
1617	LPPT	38.78111111111111	-9.135833333333332	4.56
1618	LPSJ	38.665277777777774	-28.175555555555558	14.61
1619	LPVR	41.274166666666666	-7.720277777777778	1.3
1620	LQMO	43.282777777777774	17.84583333333333	4.86
1621	LQSA	43.824444444444445	18.33138888888889	10.11
1622	LRAR	46.17638888888889	21.261944444444445	16.68
1623	LRBC	46.52194444444444	26.910277777777775	18.63
1624	LRBM	47.65833333333333	23.47	18.22
1625	LRBS	44.503055555555555	26.101944444444445	27.09
1626	LRCK	44.36222222222222	28.488333333333333	10.1
1627	LRCL	46.785	23.68611111111111	69.28
1628	LRCS	45.419999999999995	22.253333333333334	6.77
1629	LRCV	44.31805555555556	23.88861111111111	45.69
1630	LRIA	47.178888888888885	27.62	31.07
1631	LROD	47.025277777777774	21.9025	22.35
1632	LROP	44.57361111111111	26.103333333333335	27.09
1633	LRSB	45.785555555555554	24.09111111111111	16.96
1634	LRSM	47.70333333333333	22.885555555555555	27.55
1635	LRSV	47.6875	26.35388888888889	10.72
1636	LRTC	45.06222222222222	28.714166666666667	14.03
1637	LRTM	46.4675	24.412499999999998	18.3
1638	LRTR	45.809999999999995	21.337777777777777	14.7
1639	LSGG	46.238055555555555	6.108888888888888	2.14
1640	LSGS	46.21944444444445	7.326666666666666	2.07
1641	LSZA	46.00416666666667	8.910555555555556	0.64
1642	LSZB	46.913888888888884	7.496944444444445	3.29
1643	LSZH	47.46472222222223	8.549166666666666	1.61
1644	LSZR	47.485	9.560555555555556	2.41
1645	LSZS	46.5325	9.882777777777779	0.94
1646	LTAC	40.128055555555555	32.995	52.37
1647	LTAD	39.94972222222222	32.68861111111111	96.02
1648	LTAF	36.981944444444444	35.280277777777776	22.94
1649	LTAG	37.00194444444445	35.42583333333333	11.18
1650	LTAH	38.726111111111116	30.601111111111113	15.23
1651	LTAI	36.90138888888889	30.791666666666668	15.02
1652	LTAJ	36.948055555555555	37.47916666666667	25.24
1653	LTAN	37.97888888888889	32.56166666666666	21.45
1654	LTAP	40.82916666666667	35.52194444444444	26.82
1655	LTAQ	41.27638888888889	36.30361111111111	8.91
1656	LTAR	39.81361111111111	36.90333333333333	5.12
1657	LTAT	38.43583333333333	38.09166666666667	7.76
1658	LTAU	38.77027777777778	35.49527777777778	47.38
1659	LTAY	37.785	29.70111111111111	8.98
1660	LTBA	40.97666666666667	28.82111111111111	64.59
1661	LTBE	40.23166666666667	29.009166666666665	57.38
1662	LTBF	39.61888888888889	27.924722222222222	20.99
1663	LTBG	40.31777777777778	27.9775	37.08
1664	LTBI	39.78388888888889	30.581944444444446	31.21
1665	LTBJ	38.29222222222222	27.15694444444444	12.06
1666	LTBL	38.51305555555555	27.01	16.64
1667	LTBS	36.713055555555556	28.7925	3.56
1668	LTCA	38.60666666666667	39.29138888888889	25.53
1669	LTCC	37.89361111111111	40.20055555555556	39.97
1670	LTCD	39.71	39.52611111111111	23.29
1671	LTCE	39.95638888888889	41.169999999999995	19.67
1672	LTCG	40.995	39.78972222222222	13.87
1673	LTCI	38.46805555555556	43.33222222222223	15.39
1674	LTCJ	37.928888888888885	41.11611111111111	26.1
1675	LUKK	46.92777777777778	28.93138888888889	8.88
1676	LWOH	41.17972222222222	20.742222222222225	6.14
1677	LWSK	41.96138888888889	21.62138888888889	86.58
1678	LXGB	36.15083333333333	-5.349444444444444	6.73
1679	LYBE	44.818333333333335	20.30888888888889	29.86
1680	LYPG	42.35916666666667	19.251666666666665	23.43
1681	LYPR	42.57277777777778	21.035833333333336	68.26
1682	LYTV	42.404444444444444	18.723055555555554	16.21
1683	LZIB	48.169999999999995	17.2125	1.69
1684	LZKZ	48.66305555555555	21.241111111111113	41.19
1685	LZPP	48.625	17.828333333333333	1.9
1686	LZSL	48.63777777777778	19.133888888888887	6.7
1687	LZTT	49.07333333333334	20.240833333333335	0.87
1688	MBNC	21.91722222222222	-71.93944444444445	14.83
1689	MBPV	21.77361111111111	-72.26583333333333	12.2
1690	MBSC	21.515555555555554	-71.52833333333334	11.38
1691	MDBH	18.25138888888889	-71.12027777777777	4.95
1692	MDHE	18.47111111111111	-69.96888888888888	4.8
1693	MDLR	18.451944444444443	-68.91166666666668	3.76
1694	MDPC	18.56722222222222	-68.36333333333333	5.7
1695	MDPP	19.75722222222222	-70.56972222222223	3.01
1696	MDSD	18.429444444444446	-69.66861111111112	6.61
1697	MDST	19.409166666666664	-70.61638888888888	3.99
1698	MGCB	15.46888888888889	-90.40666666666667	11.8
1699	MGGT	14.583055555555555	-90.5275	54.94
1700	MHLC	15.742222222222221	-86.85333333333332	5.55
1701	MHLM	15.452499999999999	-87.92333333333333	50.92
1702	MHNJ	16.44527777777778	-85.9063888888889	10.95
1703	MHPL	15.260833333333334	-83.78138888888888	13.47
1704	MHRO	16.316666666666666	-86.5225	5.39
1705	MHTE	15.775833333333335	-87.47555555555556	22.83
1706	MHTG	14.060833333333335	-87.21694444444445	8.9
1707	MKBS	18.404166666666665	-76.96888888888888	8.47
1708	MKJP	17.935555555555556	-76.7875	13.29
1709	MKJS	18.503611111111113	-77.91333333333334	5.88
1710	MKKJ	18.198611111111113	-76.53444444444445	10.3
1711	MKTP	17.988333333333333	-76.8236111111111	12.19
1712	MMAA	16.756666666666668	-99.75333333333333	19.99
1713	MMAN	25.865555555555556	-100.23722222222223	24.25
1714	MMAS	21.705277777777777	-102.31777777777778	25.25
1715	MMBT	15.774722222222223	-96.26083333333334	3.99
1716	MMCB	18.834999999999997	-99.26194444444444	159.71
1717	MMCE	18.65361111111111	-91.79888888888888	8.32
1718	MMCL	24.764444444444443	-107.47444444444444	31.79
1719	MMCM	18.504444444444445	-88.32666666666667	8.32
1720	MMCN	27.3925	-109.83305555555555	48.86
1721	MMCP	19.816666666666666	-90.50027777777778	10.04
1722	MMCS	31.63611111111111	-106.42861111111111	79.78
1723	MMCU	28.702777777777776	-105.96444444444445	22.31
1724	MMCV	23.703888888888887	-98.9563888888889	15.72
1725	MMCZ	20.522222222222222	-86.92555555555556	8.46
1726	MMDM	22.740277777777777	-99.01805555555555	20.66
1727	MMDO	24.124166666666667	-104.52777777777777	12.23
1728	MMEP	21.419444444444444	-104.8425	34.92
1729	MMES	31.79527777777778	-116.60249999999999	2.14
1730	MMGL	20.521666666666665	-103.3111111111111	115.27
1731	MMGM	27.968888888888888	-110.92500000000001	26.77
1732	MMHC	18.496944444444445	-97.41972222222223	17.12
1733	MMHO	29.09583333333333	-111.04777777777778	18.74
1734	MMIA	19.276944444444442	-103.57722222222222	53.32
1735	MMIM	21.245	-86.73972222222223	8.97
1736	MMIO	25.549444444444447	-100.92861111111111	9.57
1737	MMLC	18.001666666666665	-102.22027777777778	28.13
1738	MMLM	25.685	-109.08055555555555	28.35
1739	MMLO	20.993333333333336	-101.48083333333334	25.08
1740	MMLP	24.072499999999998	-110.36222222222221	23.62
1741	MMLT	25.989166666666666	-111.34833333333333	13.5
1742	MMMA	25.76972222222222	-97.52527777777777	9.22
1743	MMMD	20.936944444444446	-89.6575	15.1
1744	MMML	32.63055555555555	-115.24138888888889	14.46
1745	MMMM	19.849722222222223	-101.02527777777777	34.84
1746	MMMT	18.103333333333335	-94.58055555555555	5.25
1747	MMMV	26.955555555555556	-101.47	16.95
1748	MMMX	19.43611111111111	-99.07194444444444	125.0
1749	MMMY	25.778333333333332	-100.10666666666665	79.11
1750	MMMZ	23.16111111111111	-106.26583333333333	21.36
1751	MMNG	31.22583333333333	-110.97555555555556	2.9
1752	MMNL	27.44388888888889	-99.57027777777778	8.5
1753	MMOX	16.999722222222225	-96.72638888888889	11.91
1754	MMPA	20.602500000000003	-97.46083333333334	16.18
1755	MMPB	19.158055555555553	-98.37138888888889	50.37
1756	MMPC	20.077222222222222	-98.78222222222222	14.18
1757	MMPE	31.351666666666667	-113.52555555555556	32.92
1758	MMPG	28.627222222222223	-100.535	9.27
1759	MMPN	19.396666666666665	-102.03916666666666	15.43
1760	MMPR	20.68	-105.25416666666666	26.8
1761	MMPS	15.876666666666667	-97.08888888888889	3.62
1762	MMQT	20.62388888888889	-100.36861111111111	24.77
1763	MMRX	26.00888888888889	-98.22833333333334	10.06
1764	MMSD	23.151666666666664	-109.72083333333333	7.74
1765	MMSP	22.254166666666666	-100.93055555555556	18.24
1766	MMTA	19.53638888888889	-98.17333333333333	18.83
1767	MMTC	25.568055555555556	-103.41055555555556	49.58
1768	MMTG	16.769444444444442	-93.34138888888889	3.88
1769	MMTJ	32.54083333333333	-116.97	13.99
1770	MMTM	22.29638888888889	-97.86583333333333	11.79
1771	MMTN	22.03805555555556	-98.80638888888889	21.42
1772	MMTO	19.336944444444445	-99.56583333333333	74.68
1773	MMTP	14.794166666666667	-92.36999999999999	28.78
1774	MMUN	21.03638888888889	-86.87694444444443	10.68
1775	MMVA	17.996944444444445	-92.81722222222221	9.54
1776	MMVR	19.14527777777778	-96.18694444444445	10.55
1777	MMZC	22.896944444444443	-102.68666666666667	9.66
1778	MMZH	17.60138888888889	-101.46027777777778	13.29
1779	MMZM	20.045	-102.27583333333334	30.25
1780	MMZO	19.14472222222222	-104.5586111111111	78.8
1781	MNBL	11.988888888888889	-83.77416666666666	4.74
1782	MNMG	12.14111111111111	-86.16805555555555	2.98
1783	MNPC	14.046944444444444	-83.38666666666667	7.49
1784	MPBO	9.340833333333334	-82.25083333333333	1.24
1785	MPCH	9.45861111111111	-82.51666666666667	1.34
1786	MPDA	8.390833333333333	-82.43472222222222	1.7
1787	MPHO	8.914444444444445	-79.59944444444444	5.02
1788	MPMG	8.973333333333333	-79.55555555555556	5.02
1789	MPTO	9.071111111111112	-79.38333333333334	4.34
1790	MRCC	8.601111111111111	-82.97	1.46
1791	MRGF	8.65388888888889	-83.18194444444445	0.86
1792	MRLB	10.593055555555557	-85.54416666666667	2.06
1793	MRLM	9.957777777777777	-83.02194444444444	1.63
1794	MRNS	9.97638888888889	-85.65277777777779	2.62
1795	MROC	9.993611111111111	-84.20861111111111	3.29
1796	MRPM	8.950833333333332	-83.46833333333333	0.95
1797	MRQP	9.443055555555556	-84.12972222222221	4.78
1798	MSLP	13.440555555555555	-89.05583333333333	7.14
1799	MTCH	19.732499999999998	-72.19472222222223	8.04
1800	MTPP	18.58	-72.2925	16.64
1801	MUBA	20.365555555555556	-74.50638888888889	9.6
1802	MUBY	20.39638888888889	-76.62138888888889	10.77
1803	MUCA	22.026944444444442	-78.78944444444444	14.44
1804	MUCF	22.15	-80.41416666666667	8.98
1805	MUCL	21.616111111111113	-81.54555555555555	9.98
1806	MUCM	21.42027777777778	-77.8475	5.71
1807	MUCU	19.97	-75.83555555555554	10.02
1808	MUGT	20.085277777777776	-75.15833333333335	9.47
1809	MUHA	22.989166666666666	-82.40916666666668	12.64
1810	MUHG	20.785555555555558	-76.315	11.95
1811	MULM	22.335833333333333	-83.64194444444445	9.11
1812	MUMO	20.654166666666665	-74.92166666666667	12.28
1813	MUMZ	20.28805555555556	-77.08916666666666	11.12
1814	MUNG	21.834722222222222	-82.78388888888888	11.11
1815	MUSC	22.491944444444446	-79.94361111111111	11.1
1816	MUVR	23.034444444444446	-81.43527777777778	11.31
1817	MUVT	20.98777777777778	-76.93583333333333	10.7
1818	MWCB	19.686666666666667	-79.88277777777778	14.1
1819	MWCR	19.29277777777778	-81.35749999999999	16.53
1820	MYAF	24.697777777777777	-77.79555555555555	19.92
1821	MYAM	26.511388888888888	-77.08333333333333	18.6
1822	MYAN	25.053611111111113	-78.04888888888888	19.69
1823	MYAP	22.441666666666666	-73.97083333333333	11.26
1824	MYAT	26.74527777777778	-77.39111111111112	17.91
1825	MYBC	25.416944444444447	-77.88083333333333	19.79
1826	MYBS	25.699722222222224	-79.26444444444445	14.37
1827	MYEF	23.5625	-75.87777777777777	15.36
1828	MYEH	25.475555555555555	-76.68111111111112	20.71
1829	MYEM	25.284444444444446	-76.33083333333333	19.49
1830	MYER	24.891666666666666	-76.17750000000001	19.33
1831	MYGF	26.558611111111112	-78.69527777777778	14.92
1832	MYGW	26.68611111111111	-78.9775	17.49
1833	MYIG	20.974999999999998	-73.66666666666667	10.48
1834	MYLD	23.17888888888889	-75.09333333333333	12.36
1835	MYLS	23.58277777777778	-75.26861111111111	17.39
1836	MYMM	22.379444444444445	-73.01333333333334	13.24
1837	MYNN	25.03888888888889	-77.46611111111112	18.65
1838	MYSM	24.063055555555557	-74.52388888888889	23.59
1839	MZBZ	17.53888888888889	-88.30805555555555	7.75
1840	NCAI	-18.825	-159.77361111111114	16.39
1841	NCRG	-21.2025	-159.80555555555557	11.38
1842	NFFN	-17.754444444444445	177.44333333333333	3.61
1843	NFNA	-18.043055555555558	178.55916666666667	5.48
1844	NFNL	-16.466666666666665	179.33972222222224	2.49
1845	NFTF	-21.240833333333335	-175.15	19.02
1846	NFTL	-19.776944444444442	-174.34111111111113	19.58
1847	NFTV	-18.585277777777776	-173.96277777777777	10.34
1848	NGFU	-8.516666666666667	179.21666666666667	0.56
1849	NGTA	1.381388888888889	173.14694444444444	5.29
1850	NGTE	-1.2236111111111112	174.77611111111113	4.15
1851	NIUE	-19.08	-169.92555555555555	19.84
1852	NLWW	-13.238055555555555	-176.19916666666668	1.43
1853	NSFA	-13.829722222222221	-172.00833333333333	1.16
1854	NSTU	-14.330833333333333	-170.71027777777778	1.4
1855	NTAR	-22.433888888888887	-151.36055555555555	16.22
1856	NTAT	-23.36527777777778	-149.5238888888889	7.47
1857	NTGA	-17.352500000000003	-145.50972222222222	1.32
1858	NTGC	-15.119444444444445	-148.23055555555555	2.11
1859	NTGE	-18.465833333333332	-136.43944444444446	2.73
1860	NTGF	-16.054444444444446	-145.65694444444446	1.76
1861	NTGI	-14.436666666666667	-146.07	3.47
1862	NTGJ	-23.079722222222223	-134.89027777777778	4.33
1863	NTGK	-15.663333333333334	-146.88472222222222	2.95
1864	NTGM	-16.584722222222222	-143.65722222222223	1.96
1865	NTGN	-14.176666666666666	-141.26722222222224	2.64
1866	NTGP	-14.809444444444445	-138.8127777777778	2.54
1867	NTGT	-14.712499999999999	-145.25277777777777	1.47
1868	NTGU	-15.248055555555554	-146.61638888888888	4.31
1869	NTGV	-14.868055555555555	-148.71722222222223	2.94
1870	NTKR	-14.455555555555556	-145.02444444444447	1.5
1871	NTMD	-8.795555555555556	-140.22861111111112	3.94
1872	NTTB	-16.444166666666668	-151.7511111111111	1.93
1873	NTTG	-14.954166666666666	-147.66055555555556	4.79
1874	NTTH	-16.68722222222222	-151.02166666666668	1.75
1875	NTTM	-17.489722222222223	-149.76166666666666	2.27
1876	NTTO	-18.07472222222222	-140.94583333333333	1.62
1877	NTTP	-16.42638888888889	-152.2436111111111	1.82
1878	NTTR	-16.722777777777775	-151.46583333333334	1.82
1879	NVVV	-17.699166666666667	168.31972222222223	1.25
1880	NWWD	-21.053333333333335	164.83777777777777	5.68
1881	NWWK	-20.546111111111113	164.25555555555556	7.86
1882	NWWL	-20.77472222222222	167.2397222222222	3.56
1883	NWWM	-22.258055555555554	166.4727777777778	10.44
1884	NWWR	-21.481666666666666	168.0375	14.49
1885	NWWU	-20.791111111111114	165.25916666666666	4.31
1886	NWWV	-20.640555555555554	166.5727777777778	6.92
1887	NWWW	-22.014444444444443	166.21277777777777	9.21
1888	NZAA	-37.00805555555556	174.79166666666666	8.56
1889	NZAP	-38.73972222222222	176.08444444444444	2.6
1890	NZCH	-43.48916666666667	172.53222222222223	2.12
1891	NZCI	-43.809999999999995	-176.4572222222222	4.51
1892	NZDN	-45.92805555555555	170.19833333333332	0.56
1893	NZGS	-38.663333333333334	177.97833333333332	3.96
1894	NZGT	-43.906666666666666	170.12833333333333	0.62
1895	NZHK	-42.71361111111111	170.98527777777775	3.72
1896	NZHN	-37.86638888888889	175.33194444444445	5.52
1897	NZKK	-35.26277777777778	173.91194444444446	4.47
1898	NZKT	-35.07	173.28527777777776	5.79
1899	NZLX	-45.211666666666666	169.37333333333333	0.55
1900	NZMC	-43.765	170.13333333333333	0.99
1901	NZMO	-45.533055555555556	167.65	0.53
1902	NZMS	-40.973333333333336	175.6336111111111	2.22
1903	NZNP	-39.00861111111111	174.17916666666665	3.49
1904	NZNS	-41.29833333333333	173.2211111111111	4.24
1905	NZNV	-46.41222222222222	168.3127777777778	0.51
1906	NZOU	-44.97	171.08166666666665	0.54
1907	NZPM	-40.32055555555556	175.61694444444444	4.86
1908	NZPP	-40.90472222222222	174.98916666666665	7.0
1909	NZQN	-45.02111111111111	168.73916666666665	0.53
1910	NZRO	-38.10916666666667	176.31722222222223	3.78
1911	NZTG	-37.67194444444444	176.19611111111112	3.8
1912	NZTU	-44.30277777777778	171.2252777777778	0.64
1913	NZWB	-41.51833333333333	173.87027777777777	4.11
1914	NZWF	-44.72527777777778	169.24305555555554	0.61
1915	NZWK	-37.92055555555555	176.91416666666666	4.31
1916	NZWN	-41.327222222222225	174.8052777777778	6.44
1917	NZWR	-35.76833333333333	174.36499999999998	3.84
1918	NZWS	-41.738055555555555	171.58083333333332	4.47
1919	NZWU	-39.96222222222222	175.0252777777778	3.53
1920	OAHR	34.209722222222226	62.22777777777778	44.38
1921	OAJL	34.399166666666666	70.49944444444445	59.27
1922	OAKB	34.56583333333333	69.21222222222222	131.19
1923	OAKN	31.50583333333333	65.84777777777778	60.94
1924	OAMN	35.93416666666666	64.75916666666667	58.28
1925	OAMS	36.706944444444446	67.20916666666668	90.76
1926	OAUZ	36.665	68.91083333333334	111.58
1927	OBBI	26.270833333333332	50.63361111111111	65.49
1928	OEAB	18.240000000000002	42.65555555555555	51.7
1929	OEAH	25.284166666666668	49.486111111111114	294.63
1930	OEBA	20.296111111111113	41.634166666666665	174.6
1931	OEBH	19.983888888888888	42.62277777777778	256.5
1932	OEDF	26.47111111111111	49.797777777777775	142.86
1933	OEDR	26.26527777777778	50.151944444444446	93.08
1934	OEGN	16.90111111111111	42.58583333333333	60.39
1935	OEGS	26.302777777777777	43.77444444444444	148.08
1936	OEGT	31.410833333333333	37.278888888888886	142.85
1937	OEHL	27.43777777777778	41.68611111111111	122.84
1938	OEJN	21.679444444444446	39.156388888888884	168.21
1939	OEKK	27.90083333333333	45.528055555555554	303.53
1940	OEMA	24.553333333333335	39.705000000000005	87.68
1941	OENG	17.61138888888889	44.41916666666666	340.04
1942	OEPA	28.334999999999997	46.125	315.14
1943	OERF	29.62638888888889	43.49055555555556	134.81
1944	OERK	24.9575	46.698611111111106	101.0
1945	OERR	30.90722222222222	41.138333333333335	95.12
1946	OESH	17.466666666666665	47.12111111111111	160.02
1947	OESK	29.785	40.1	175.67
1948	OESL	20.46472222222222	45.61944444444445	389.07
1949	OETB	28.36527777777778	36.61888888888889	241.5
1950	OETF	21.483333333333334	40.54416666666666	63.42
1951	OETR	31.6925	38.73111111111111	58.72
1952	OEWJ	26.1975	36.476111111111116	83.44
1953	OEYN	24.144166666666667	38.06333333333333	99.35
1954	OIAA	30.365000000000002	48.23305555555556	91.39
1955	OIAI	32.00222222222222	49.27055555555555	43.36
1956	OIAM	30.55611111111111	49.151666666666664	103.6
1957	OIAW	31.33722222222222	48.761944444444445	105.03
1958	OIBB	28.94472222222222	50.83444444444444	68.89
1959	OIBK	26.526666666666667	53.98166666666667	16.59
1960	OIBL	26.531666666666666	54.82166666666667	41.02
1961	OICC	34.34638888888889	47.156388888888884	27.91
1962	OICS	35.246944444444445	47.00694444444444	21.76
1963	OIGG	37.32527777777778	49.605555555555554	17.27
1964	OIII	35.689166666666665	51.31333333333333	95.76
1965	OIKB	27.218055555555555	56.37777777777778	39.39
1966	OIKK	30.261111111111113	56.95666666666667	56.66
1967	OIMB	32.89555555555555	59.275555555555556	88.8
1968	OINR	36.90972222222222	50.67944444444444	21.74
1969	OISS	29.539166666666667	52.589444444444446	22.27
1970	OITT	38.132777777777775	46.234722222222224	23.98
1971	OIYY	31.904722222222222	54.27638888888889	114.64
1972	OIZC	25.443333333333335	60.38194444444444	57.04
1973	OIZH	29.47611111111111	60.905833333333334	113.56
1974	OJAI	31.722499999999997	35.99305555555556	150.07
1975	OJAM	31.972499999999997	35.99138888888889	140.13
1976	OJAQ	29.61138888888889	35.018055555555556	151.79
1977	OJMF	32.35611111111111	36.259166666666665	95.76
1978	OKBK	29.226666666666667	47.980000000000004	242.42
1979	OLBA	33.81333333333333	35.48861111111111	34.89
1980	OMAA	24.43277777777778	54.651111111111106	25.58
1981	OMAD	24.428333333333335	54.45805555555556	19.13
1982	OMDB	25.254722222222224	55.36416666666667	55.75
1983	OMFJ	25.112222222222222	56.323888888888895	36.37
1984	OMRK	25.613333333333333	55.93861111111111	37.76
1985	OMSJ	25.328333333333333	55.51694444444444	71.39
1986	OOKB	26.171111111111113	56.24055555555556	27.13
1987	OOMA	20.67527777777778	58.890277777777776	72.91
1988	OOMS	23.593055555555555	58.28444444444444	74.93
1989	OOSA	17.038611111111113	54.09111111111111	68.2
1990	OOTH	17.66583333333333	54.02444444444444	87.29
1991	OPFA	31.365000000000002	72.99527777777777	230.59
1992	OPGD	25.233055555555556	62.32944444444445	62.66
1993	OPGT	35.91861111111111	74.33361111111111	14.22
1994	OPKC	24.906388888888888	67.16055555555556	243.25
1995	OPKD	25.318055555555556	68.36611111111111	140.17
1996	OPLA	31.52138888888889	74.40333333333334	675.99
1997	OPMF	34.33833333333334	73.50833333333334	53.97
1998	OPMJ	27.334999999999997	68.14277777777778	144.61
1999	OPMT	30.203055555555554	71.41888888888889	271.61
2000	OPNH	26.219166666666666	68.39	160.02
2001	OPOR	25.273055555555555	64.58833333333332	92.39
2002	OPPG	26.954444444444444	64.1325	166.49
2003	OPPI	25.283611111111114	63.33277777777778	90.74
2004	OPPS	33.99388888888889	71.51444444444445	160.96
2005	OPQT	30.25111111111111	66.9375	151.05
2006	OPRK	28.385277777777777	70.27972222222222	226.32
2007	OPRN	33.61638888888889	73.09916666666666	218.77
2008	OPRT	33.84916666666667	73.79777777777778	72.51
2009	OPSK	27.721944444444443	68.79166666666667	240.27
2010	OPSS	34.81305555555555	72.35194444444444	56.63
2011	OPSU	28.645	69.17666666666668	80.47
2012	OPTH	24.841388888888886	68.83833333333332	137.58
2013	OPTU	25.98611111111111	63.03	70.24
2014	OPZB	31.358333333333334	69.46333333333334	44.37
2015	ORBS	33.261944444444445	44.23388888888889	227.23
2016	ORMM	30.548611111111114	47.66222222222222	123.84
2017	OSAP	36.18055555555555	37.22416666666667	14.84
2018	OSDI	33.41138888888889	36.51555555555556	71.13
2019	OSDZ	35.28527777777778	40.17583333333333	77.62
2020	OSLK	35.40083333333333	35.948611111111106	20.06
2021	OSPR	34.55722222222222	38.31666666666667	54.27
2022	OTBD	25.261111111111113	51.565	75.87
